External_ID,Age,Gender,Screen_Time_Hours,Reaction_Time_ms,Memory_Score,Cognitive_Composite
U22538,32,Male,5.5,368.54,90,78.37
U22539,40,Female,1.9,518.99,95,44.03
U22540,40,Female,1.7,383.29,95,69.89
U22541,38,Female,2.4,389.89,77,73.54
U22542,43,Male,5.8,213.05,93,100.0
U22543,51,Other,10.4,420.87,44,43.86
U22544,58,Female,11.8,267.97,52,70.66
U22545,30,Male,1.9,426.52,49,54.96
U22546,42,Male,3.6,536.05,82,47.64
U22547,50,Other,10.3,310.13,47,64.0
U22548,45,Male,2.4,372.35,45,54.82
U22549,30,Female,5.2,300.64,61,76.95
U22550,44,Other,9.1,583.87,67,22.3
U22551,25,Male,10.6,295.26,42,65.73
U22552,53,Female,6.6,267.66,71,92.85
U22553,23,Male,10.0,432.3,75,33.11
U22554,30,Male,9.8,489.29,75,57.61
U22555,37,Male,8.1,552.12,50,5.33
U22556,22,Female,7.5,457.63,73,45.56
U22557,44,Female,3.0,414.05,73,57.23
U22558,36,Female,8.2,549.59,41,12.16
U22559,18,Female,2.3,432.33,58,50.2
U22560,21,Female,10.2,554.64,62,20.62
U22561,19,Female,6.6,486.46,50,43.82
U22562,43,Male,3.9,491.11,52,54.72
U22563,50,Female,2.1,394.89,61,57.57
U22564,55,Female,10.7,336.34,74,65.07
U22565,24,Male,9.6,297.92,75,67.11
U22566,46,Other,7.9,267.2,63,57.86
U22567,22,Other,10.8,433.77,64,37.3
U22568,26,Male,6.8,318.46,43,65.74
U22569,30,Male,2.9,213.14,73,84.67
U22570,57,Female,1.2,380.5,95,84.78
U22571,46,Female,2.4,494.99,92,62.7
U22572,35,Male,7.9,423.23,51,53.99
U22573,47,Male,2.1,492.0,95,50.07
U22574,27,Female,9.1,470.17,60,44.61
U22575,36,Male,1.7,311.34,40,64.86
U22576,26,Female,5.5,283.37,86,84.3
U22577,38,Female,8.2,205.6,96,100.0
U22578,18,Male,10.1,380.38,44,49.29
U22579,58,Male,8.8,333.87,75,67.99
U22580,43,Female,11.0,461.85,88,53.32
U22581,31,Female,11.2,576.69,86,29.02
U22582,56,Female,3.7,441.6,81,65.83
U22583,46,Male,2.0,245.12,70,87.99
U22584,24,Male,11.3,439.14,82,58.48
U22585,41,Female,8.5,394.72,61,62.1
U22586,44,Female,5.8,208.87,57,74.69
U22587,59,Male,9.0,401.86,97,67.58
U22588,19,Male,3.9,373.02,93,60.42
U22589,19,Female,9.4,579.51,44,17.66
U22590,33,Male,6.6,336.5,46,65.16
U22591,29,Male,9.5,412.82,66,60.93
U22592,57,Female,11.6,268.1,65,77.18
U22593,43,Female,6.3,575.93,71,29.48
U22594,27,Male,4.4,349.0,89,87.37
U22595,32,Female,9.0,244.61,83,68.99
U22596,42,Male,10.9,498.25,42,27.59
U22597,21,Male,9.5,480.5,78,52.39
U22598,43,Male,8.2,531.06,86,53.35
U22599,40,Female,10.6,442.56,93,60.42
U22600,54,Female,10.6,212.93,82,82.15
U22601,59,Female,1.3,231.52,50,88.18
U22602,21,Other,10.5,259.26,49,67.82
U22603,18,Male,10.5,554.65,46,19.85
U22604,18,Other,9.6,364.66,97,87.26
U22605,56,Female,7.1,503.87,93,47.65
U22606,20,Male,7.1,527.82,95,49.04
U22607,32,Male,11.9,362.71,95,51.12
U22608,35,Male,9.8,346.51,65,39.85
U22609,38,Male,5.3,451.15,56,33.16
U22610,25,Female,6.5,400.89,77,49.8
U22611,42,Male,8.4,496.83,88,41.0
U22612,49,Female,6.2,529.25,72,32.03
U22613,23,Male,11.2,549.04,98,52.85
U22614,57,Female,7.7,544.73,45,21.8
U22615,37,Male,4.4,586.18,82,36.2
U22616,46,Female,9.5,257.33,67,65.38
U22617,22,Female,7.1,220.23,70,88.85
U22618,52,Male,5.6,388.85,58,49.03
U22619,36,Male,1.8,435.35,46,58.76
U22620,56,Male,5.2,516.56,44,10.97
U22621,29,Female,3.8,432.8,56,59.49
U22622,50,Male,5.9,210.52,86,93.28
U22623,52,Female,9.5,258.41,99,100.0
U22624,59,Other,8.9,287.59,63,73.06
U22625,55,Male,6.1,313.9,66,68.47
U22626,25,Male,8.0,272.29,72,73.86
U22627,55,Male,11.7,425.52,57,20.65
U22628,48,Male,1.7,563.49,68,32.75
U22629,28,Female,10.1,249.86,40,59.15
U22630,21,Female,1.3,236.41,74,100.0
U22631,57,Female,11.4,447.99,49,40.11
U22632,22,Male,7.3,533.94,81,50.56
U22633,59,Female,4.9,511.79,69,48.59
U22634,39,Male,11.0,243.25,56,69.7
U22635,34,Male,6.5,252.6,46,62.35
U22636,37,Male,4.0,451.67,43,29.76
U22637,29,Male,12.0,324.98,48,50.8
U22638,34,Female,9.6,484.05,91,55.68
U22639,44,Male,3.2,566.79,85,31.02
U22640,40,Female,4.0,596.82,64,34.73
U22641,22,Female,2.6,328.29,72,59.76
U22642,45,Male,5.3,210.63,67,100.0
U22643,54,Female,9.2,331.61,93,73.03
U22644,47,Male,11.5,577.73,81,20.88
U22645,46,Female,10.5,215.01,79,85.48
U22646,31,Other,1.5,562.68,81,36.71
U22647,25,Male,11.6,266.64,97,69.56
U22648,44,Female,12.0,517.7,71,22.66
U22649,23,Other,2.6,408.07,82,68.79
U22650,24,Male,1.0,284.7,57,80.43
U22651,43,Male,11.0,559.0,89,39.99
U22652,59,Male,3.0,394.69,43,51.64
U22653,47,Female,8.0,304.96,40,50.43
U22654,34,Male,2.4,368.79,45,61.42
U22655,23,Male,2.2,515.18,48,34.88
U22656,20,Male,2.6,356.16,79,73.72
U22657,36,Male,8.4,537.58,59,39.18
U22658,36,Male,5.3,364.83,98,89.72
U22659,41,Male,8.4,581.42,57,15.08
U22660,45,Male,8.0,413.12,56,55.81
U22661,52,Other,8.6,234.95,45,78.06
U22662,52,Other,6.5,291.79,73,84.08
U22663,22,Male,6.7,426.31,50,41.94
U22664,55,Female,9.3,435.18,90,35.24
U22665,23,Female,1.6,378.85,47,42.58
U22666,46,Female,1.5,552.92,66,44.78
U22667,40,Female,3.9,536.54,45,25.51
U22668,54,Male,2.7,238.91,49,100.0
U22669,49,Female,1.7,538.76,46,39.32
U22670,18,Male,9.4,250.56,86,97.98
U22671,51,Male,5.8,487.73,54,50.89
U22672,45,Male,4.3,378.21,92,73.3
U22673,24,Male,6.5,289.9,40,70.71
U22674,54,Female,3.9,310.99,63,58.78
U22675,46,Female,10.8,548.05,57,25.66
U22676,36,Female,11.6,525.65,93,22.19
U22677,36,Male,10.7,230.22,67,65.5
U22678,37,Female,9.9,243.19,43,53.6
U22679,32,Male,5.6,421.12,73,51.35
U22680,41,Female,9.9,276.76,45,60.54
U22681,58,Male,8.5,431.27,68,45.59
U22682,25,Female,1.9,425.4,54,45.79
U22683,24,Female,2.5,361.08,42,60.17
U22684,36,Male,10.6,574.0,79,31.87
U22685,45,Male,10.5,233.34,77,74.76
U22686,29,Female,1.7,437.15,43,43.33
U22687,43,Female,2.3,458.16,91,64.91
U22688,52,Female,7.0,506.92,74,41.71
U22689,21,Female,10.5,569.32,83,38.48
U22690,51,Male,11.4,483.59,86,45.3
U22691,24,Female,9.0,539.45,75,25.49
U22692,44,Female,9.6,354.98,76,62.6
U22693,20,Female,4.5,435.69,61,57.12
U22694,50,Male,11.7,211.41,96,87.48
U22695,29,Female,6.9,387.87,91,57.54
U22696,36,Male,10.0,573.19,66,27.07
U22697,34,Male,9.4,349.29,72,66.54
U22698,35,Male,5.4,390.2,60,57.37
U22699,20,Male,6.2,230.12,75,98.27
U22700,30,Female,10.8,506.17,54,19.06
U22701,49,Female,6.6,294.78,56,66.65
U22702,22,Female,1.7,228.63,91,100.0
U22703,42,Male,9.7,216.37,41,80.45
U22704,39,Female,1.1,388.47,85,77.88
U22705,25,Female,5.1,470.7,77,67.6
U22706,33,Male,2.0,583.57,51,28.42
U22707,49,Female,8.2,474.81,81,62.4
U22708,22,Female,6.7,489.82,80,53.45
U22709,53,Male,2.9,479.86,75,60.57
U22710,42,Male,2.6,343.4,90,98.01
U22711,33,Female,1.3,209.09,96,100.0
U22712,41,Other,2.7,596.51,80,32.21
U22713,31,Female,7.1,527.67,80,52.09
U22714,30,Female,5.6,351.06,82,73.67
U22715,40,Female,11.3,288.15,85,84.82
U22716,42,Female,4.9,268.41,60,81.37
U22717,44,Other,3.5,444.58,70,55.79
U22718,25,Male,8.8,372.07,96,71.45
U22719,35,Male,2.5,315.27,40,54.39
U22720,54,Other,3.8,215.7,54,59.93
U22721,23,Female,9.6,496.26,83,54.21
U22722,23,Male,2.2,259.36,84,96.65
U22723,42,Female,1.8,273.0,98,100.0
U22724,37,Male,6.5,573.89,55,24.56
U22725,40,Female,9.2,571.2,59,19.44
U22726,34,Female,4.7,437.15,82,57.59
U22727,49,Female,8.4,287.56,41,57.89
U22728,33,Male,4.2,573.38,93,33.3
U22729,54,Female,8.4,269.57,80,77.49
U22730,37,Female,7.7,338.13,67,64.7
U22731,20,Female,3.8,454.76,85,65.67
U22732,18,Male,2.4,593.72,87,22.17
U22733,54,Female,8.1,349.77,40,62.92
U22734,52,Female,8.8,348.65,68,64.65
U22735,33,Female,7.4,568.74,58,19.69
U22736,21,Female,4.7,358.34,44,44.65
U22737,20,Male,9.1,407.67,67,50.56
U22738,34,Male,4.1,295.59,58,65.49
U22739,59,Male,1.2,275.58,92,91.55
U22740,51,Male,11.5,203.47,81,86.0
U22741,59,Male,6.7,238.89,41,58.46
U22742,51,Male,10.8,324.0,62,51.98
U22743,34,Male,11.0,532.6,49,37.17
U22744,41,Female,1.2,512.64,55,15.38
U22745,54,Male,3.0,331.94,45,61.48
U22746,19,Other,1.4,441.89,64,58.27
U22747,31,Male,1.5,233.89,53,88.33
U22748,27,Female,3.0,499.17,52,50.26
U22749,32,Female,8.1,462.01,86,46.17
U22750,54,Female,9.8,514.06,58,36.96
U22751,35,Female,5.2,234.66,68,100.0
U22752,30,Female,4.4,580.87,51,19.99
U22753,52,Female,8.4,397.14,69,69.87
U22754,53,Female,8.9,565.9,72,27.59
U22755,54,Female,5.1,502.21,45,25.63
U22756,27,Female,11.7,354.34,72,61.77
U22757,46,Male,3.8,520.28,78,31.39
U22758,51,Female,6.4,587.07,52,18.81
U22759,41,Female,4.0,238.21,43,74.84
U22760,44,Female,5.7,431.86,63,33.77
U22761,26,Female,7.6,489.45,58,15.95
U22762,26,Female,10.4,595.66,49,11.7
U22763,27,Female,10.2,234.35,81,69.1
U22764,29,Female,6.1,470.65,49,28.99
U22765,32,Female,10.0,311.21,60,69.35
U22766,20,Female,6.7,259.02,52,92.06
U22767,45,Female,11.6,498.21,53,16.93
U22768,26,Female,3.4,427.31,87,50.34
U22769,56,Male,6.1,509.5,40,15.31
U22770,47,Other,2.3,220.12,97,98.58
U22771,40,Female,4.0,205.22,90,100.0
U22772,47,Female,10.3,567.13,72,33.35
U22773,33,Male,4.0,556.88,86,36.29
U22774,53,Male,6.4,206.07,73,90.37
U22775,47,Male,11.8,217.43,63,76.68
U22776,54,Male,2.9,210.9,61,100.0
U22777,33,Female,5.7,587.92,78,31.08
U22778,45,Female,2.5,456.93,95,65.16
U22779,37,Male,7.3,333.48,89,75.05
U22780,31,Male,4.9,328.2,42,50.35
U22781,46,Male,10.9,597.12,81,30.37
U22782,54,Male,9.2,265.49,52,78.61
U22783,36,Female,4.9,328.16,46,57.64
U22784,34,Male,3.8,435.82,78,54.08
U22785,18,Male,6.0,421.14,53,50.89
U22786,46,Male,8.7,389.88,41,30.33
U22787,46,Female,9.2,359.69,84,63.39
U22788,41,Female,3.0,311.33,97,95.03
U22789,36,Female,8.5,360.31,69,65.66
U22790,27,Female,7.3,445.99,92,73.26
U22791,53,Female,7.6,402.52,51,40.97
U22792,34,Female,5.8,279.89,74,75.93
U22793,34,Female,6.9,556.77,57,28.22
U22794,49,Male,3.2,280.06,97,91.68
U22795,33,Female,10.5,270.98,83,96.97
U22796,40,Male,5.5,441.81,69,67.64
U22797,33,Female,6.4,531.81,63,31.37
U22798,49,Female,1.2,406.57,91,94.2
U22799,19,Female,11.7,437.44,99,40.4
U22800,57,Male,5.4,510.84,69,32.3
U22801,23,Male,4.5,503.58,46,29.8
U22802,27,Female,6.0,563.38,57,36.32
U22803,51,Male,4.2,428.61,77,58.98
U22804,47,Male,4.8,258.09,62,89.89
U22805,53,Female,5.9,307.74,58,57.1
U22806,23,Male,4.4,428.95,51,52.33
U22807,50,Male,6.0,495.56,68,57.63
U22808,22,Other,4.6,507.13,81,40.04
U22809,45,Female,8.2,251.28,88,100.0
U22810,24,Female,1.1,492.28,96,63.02
U22811,36,Male,7.1,576.7,59,23.19
U22812,43,Female,8.0,348.91,89,84.33
U22813,55,Female,1.7,453.96,80,52.83
U22814,55,Female,3.3,491.89,63,45.67
U22815,56,Male,6.7,553.49,82,43.08
U22816,34,Male,7.6,227.32,62,87.47
U22817,36,Female,10.9,351.1,62,49.19
U22818,44,Female,6.8,318.79,89,83.01
U22819,54,Male,10.5,475.11,82,44.56
U22820,24,Female,7.0,356.48,99,81.23
U22821,55,Female,6.9,418.2,76,63.79
U22822,34,Male,3.0,374.19,95,75.93
U22823,46,Male,2.7,452.36,41,36.2
U22824,56,Male,5.7,478.92,45,45.49
U22825,34,Male,2.8,546.68,93,31.85
U22826,32,Male,8.5,458.99,97,42.03
U22827,33,Male,5.1,229.56,96,99.73
U22828,50,Female,8.4,438.74,93,45.44
U22829,28,Male,2.6,391.07,72,61.22
U22830,50,Female,9.6,589.78,55,17.44
U22831,49,Male,9.7,481.89,74,49.96
U22832,45,Female,9.9,360.89,47,50.96
U22833,37,Female,3.1,318.51,46,52.48
U22834,46,Male,8.2,393.85,77,74.1
U22835,33,Male,10.0,581.23,65,20.79
U22836,47,Female,11.5,442.42,87,52.11
U22837,34,Male,9.8,245.93,44,62.23
U22838,31,Male,4.6,441.98,59,53.94
U22839,41,Other,6.8,455.96,55,56.77
U22840,54,Male,8.8,529.8,60,19.52
U22841,30,Female,6.7,325.98,72,82.42
U22842,35,Male,7.6,516.93,55,34.25
U22843,24,Female,9.3,447.93,68,44.95
U22844,28,Female,8.5,346.51,58,69.78
U22845,34,Male,5.3,278.63,50,66.01
U22846,36,Female,1.3,372.19,80,75.8
U22847,23,Male,1.6,507.59,99,65.4
U22848,35,Male,2.3,590.57,72,39.56
U22849,27,Male,11.9,398.34,92,56.08
U22850,18,Male,11.8,277.51,81,72.37
U22851,18,Male,3.2,209.78,48,83.28
U22852,55,Female,5.1,419.19,78,61.82
U22853,44,Male,10.6,340.7,60,70.8
U22854,42,Female,1.6,227.94,78,100.0
U22855,43,Female,3.6,414.01,93,57.82
U22856,56,Male,11.4,258.67,89,85.55
U22857,27,Male,10.1,285.83,72,73.15
U22858,53,Male,11.4,255.82,98,89.46
U22859,25,Female,5.7,441.7,87,72.05
U22860,50,Male,3.0,450.23,97,68.34
U22861,46,Male,1.8,224.57,88,100.0
U22862,51,Female,7.6,522.59,68,34.68
U22863,44,Female,5.6,256.59,52,72.16
U22864,59,Male,1.7,293.04,46,71.37
U22865,21,Female,1.3,508.89,79,57.78
U22866,22,Male,5.3,574.76,44,28.04
U22867,59,Female,2.0,477.85,89,55.0
U22868,28,Male,7.2,369.55,43,62.09
U22869,18,Female,2.7,409.31,68,55.15
U22870,30,Female,3.8,373.41,70,74.98
U22871,37,Male,7.9,598.66,82,24.51
U22872,51,Male,10.8,243.45,91,82.18
U22873,50,Female,5.3,324.36,96,79.25
U22874,31,Male,8.2,373.78,98,85.94
U22875,29,Female,3.2,429.13,47,50.3
U22876,28,Male,7.3,244.42,65,88.81
U22877,18,Male,4.6,448.03,60,42.59
U22878,25,Male,9.9,271.96,99,80.04
U22879,35,Male,4.2,419.6,99,79.67
U22880,22,Female,8.9,209.53,85,80.49
U22881,48,Other,9.4,210.11,53,64.0
U22882,20,Male,1.9,253.57,58,77.09
U22883,39,Female,4.3,285.93,64,71.18
U22884,23,Female,9.8,596.0,44,3.41
U22885,41,Male,4.5,559.46,41,0.0
U22886,44,Male,9.6,591.19,85,12.25
U22887,38,Female,4.1,573.37,61,24.65
U22888,54,Female,9.5,267.08,90,100.0
U22889,51,Female,2.5,308.26,81,89.15
U22890,52,Male,7.3,519.0,55,35.43
U22891,53,Male,5.2,290.56,66,73.45
U22892,43,Male,3.7,446.14,46,54.13
U22893,18,Male,9.2,309.55,65,63.39
U22894,36,Female,6.0,575.02,78,31.24
U22895,43,Female,3.9,232.25,87,100.0
U22896,40,Female,7.0,314.21,88,80.91
U22897,57,Male,9.4,433.15,60,31.07
U22898,51,Other,2.0,580.44,69,12.24
U22899,44,Male,11.6,217.55,46,71.0
U22900,20,Female,2.9,568.87,46,34.6
U22901,56,Male,10.1,574.01,78,4.56
U22902,30,Male,6.3,550.54,80,30.49
U22903,56,Female,2.2,266.52,83,89.6
U22904,33,Male,1.6,326.78,84,94.12
U22905,20,Male,2.9,261.22,94,95.57
U22906,43,Male,10.0,468.55,77,48.47
U22907,22,Male,10.1,510.77,49,33.52
U22908,20,Other,4.4,544.32,86,41.94
U22909,45,Female,7.0,398.51,79,62.14
U22910,47,Male,6.0,310.26,93,84.69
U22911,40,Female,1.4,299.04,98,88.08
U22912,35,Female,7.5,242.43,53,91.74
U22913,22,Male,2.1,423.41,97,80.04
U22914,39,Male,10.6,275.14,95,74.26
U22915,18,Male,11.6,230.14,58,67.98
U22916,44,Other,4.2,254.51,49,89.76
U22917,31,Male,1.3,517.48,98,49.14
U22918,58,Male,11.9,443.0,75,53.02
U22919,26,Male,6.1,408.72,76,63.09
U22920,21,Female,11.4,597.15,62,17.12
U22921,42,Male,6.3,473.42,55,38.39
U22922,48,Male,10.6,541.79,74,28.0
U22923,49,Female,4.3,321.56,47,85.38
U22924,19,Other,11.7,208.03,88,82.6
U22925,54,Other,9.4,509.44,70,34.95
U22926,19,Male,8.3,214.6,97,98.94
U22927,31,Male,5.9,400.32,99,79.83
U22928,32,Female,8.3,490.2,77,46.19
U22929,42,Male,1.8,397.92,81,55.32
U22930,27,Male,1.2,318.71,40,68.64
U22931,45,Female,2.6,353.68,67,69.43
U22932,25,Female,4.0,577.8,72,38.78
U22933,31,Male,7.2,201.74,74,97.4
U22934,37,Male,11.7,412.23,66,53.85
U22935,59,Male,6.4,210.9,53,72.35
U22936,30,Male,6.1,287.06,84,83.21
U22937,36,Male,7.2,592.71,62,9.89
U22938,51,Female,6.4,279.61,49,52.26
U22939,43,Male,4.0,314.48,44,47.45
U22940,54,Male,3.0,257.44,87,100.0
U22941,41,Male,10.6,357.04,98,91.01
U22942,38,Female,11.2,298.51,71,49.45
U22943,41,Female,4.9,338.09,85,57.64
U22944,25,Male,6.9,594.62,96,29.27
U22945,50,Female,9.6,345.67,74,74.53
U22946,22,Female,8.4,543.67,86,35.15
U22947,42,Male,4.9,332.05,51,59.47
U22948,57,Male,11.5,383.34,72,53.56
U22949,34,Female,4.3,295.73,42,46.5
U22950,42,Male,2.2,520.29,50,31.99
U22951,59,Male,10.2,520.36,89,55.63
U22952,50,Female,5.6,253.25,43,70.73
U22953,22,Male,6.3,221.12,76,87.4
U22954,32,Other,9.0,439.76,53,51.79
U22955,59,Female,5.8,405.24,46,63.7
U22956,32,Female,3.4,525.96,40,24.98
U22957,18,Female,8.2,425.71,50,48.77
U22958,35,Male,1.3,373.08,46,66.19
U22959,23,Female,1.1,271.21,40,83.37
U22960,51,Male,5.2,325.05,54,71.94
U22961,19,Male,11.8,317.13,85,64.89
U22962,34,Other,10.3,424.62,46,29.5
U22963,22,Male,7.0,531.26,86,36.14
U22964,37,Male,6.4,487.4,61,53.65
U22965,31,Female,9.1,371.09,91,69.28
U22966,29,Male,4.8,539.06,57,23.62
U22967,21,Female,3.0,215.37,60,100.0
U22968,58,Male,4.0,217.9,85,94.46
U22969,27,Male,6.2,525.01,43,27.32
U22970,56,Female,9.8,462.45,50,36.22
U22971,47,Male,2.0,350.17,83,78.68
U22972,54,Female,5.8,223.74,63,81.67
U22973,43,Female,3.6,335.85,75,85.79
U22974,21,Other,8.1,214.17,80,80.68
U22975,23,Male,1.2,219.02,85,100.0
U22976,32,Male,6.1,500.42,91,68.73
U22977,35,Male,8.5,569.71,54,21.98
U22978,34,Male,4.1,322.52,62,68.62
U22979,50,Male,8.7,339.98,49,54.59
U22980,53,Female,8.2,496.7,63,47.5
U22981,42,Female,3.8,223.22,58,85.9
U22982,45,Female,8.1,350.78,69,57.03
U22983,30,Female,8.3,277.75,50,58.84
U22984,49,Female,3.8,218.48,89,100.0
U22985,36,Male,3.4,228.98,78,89.74
U22986,48,Female,9.8,523.65,54,22.33
U22987,32,Female,5.0,210.83,55,78.54
U22988,40,Female,4.1,548.88,95,54.67
U22989,57,Female,4.7,387.55,70,57.96
U22990,44,Male,1.5,460.7,76,50.53
U22991,18,Male,8.7,377.94,82,61.14
U22992,39,Female,11.0,512.09,99,45.31
U22993,25,Male,11.1,251.83,93,79.66
U22994,22,Female,4.7,517.16,63,33.36
U22995,41,Other,4.7,206.39,67,87.91
U22996,50,Male,7.3,375.04,56,66.0
U22997,29,Male,8.9,244.48,69,68.04
U22998,21,Male,1.4,378.18,65,70.59
U22999,32,Female,7.2,366.52,95,67.99
U23000,26,Female,9.1,300.39,40,70.17
U23001,59,Male,8.6,269.0,80,79.25
U23002,30,Female,2.8,552.44,94,53.63
U23003,27,Male,1.8,463.26,62,59.59
U23004,59,Male,9.6,533.73,77,30.27
U23005,31,Female,3.0,349.31,75,70.82
U23006,18,Male,4.7,598.86,76,39.22
U23007,44,Male,10.7,241.14,43,59.66
U23008,39,Female,3.1,233.07,59,92.52
U23009,39,Female,2.8,455.53,87,60.76
U23010,43,Female,6.2,267.66,71,96.69
U23011,41,Female,2.3,522.68,77,49.06
U23012,47,Male,6.5,403.73,63,64.84
U23013,57,Female,8.4,261.12,80,84.08
U23014,34,Female,10.0,325.99,86,73.93
U23015,40,Female,1.4,252.19,99,100.0
U23016,27,Male,1.3,405.71,43,66.69
U23017,50,Male,9.0,254.46,90,94.11
U23018,25,Female,8.8,581.52,88,32.78
U23019,22,Male,10.5,354.83,76,67.19
U23020,51,Female,7.3,257.52,87,87.05
U23021,44,Female,6.6,306.6,67,77.04
U23022,48,Female,9.7,314.37,45,54.78
U23023,42,Female,7.4,387.49,86,76.82
U23024,19,Other,4.7,273.82,63,65.87
U23025,37,Female,4.7,519.62,80,45.25
U23026,20,Male,11.5,534.31,87,39.94
U23027,58,Male,1.7,441.87,67,66.4
U23028,57,Male,4.0,583.88,44,22.89
U23029,55,Male,4.2,210.64,94,100.0
U23030,57,Female,5.5,318.41,96,94.48
U23031,32,Male,6.2,281.48,58,86.51
U23032,44,Male,4.6,504.52,68,45.19
U23033,41,Female,6.2,489.33,84,50.54
U23034,52,Male,5.9,576.22,41,14.65
U23035,40,Male,1.9,318.86,94,87.67
U23036,25,Female,9.8,235.06,84,97.44
U23037,39,Male,7.1,550.46,83,36.59
U23038,33,Male,1.9,331.34,47,72.63
U23039,23,Female,6.8,230.92,75,92.31
U23040,56,Female,8.3,441.93,94,66.45
U23041,46,Male,11.7,348.05,88,68.8
U23042,43,Female,11.9,377.09,40,39.4
U23043,26,Male,6.9,492.12,47,47.15
U23044,36,Female,10.6,368.36,87,81.91
U23045,24,Male,10.7,413.77,74,45.71
U23046,42,Female,1.0,219.96,98,100.0
U23047,41,Other,10.1,497.29,72,30.51
U23048,56,Male,7.2,303.68,49,82.89
U23049,54,Female,9.1,569.4,61,30.61
U23050,51,Male,10.7,278.61,77,81.68
U23051,46,Female,6.6,514.05,97,50.86
U23052,51,Male,8.8,577.06,44,11.36
U23053,37,Female,4.3,511.89,62,48.36
U23054,22,Female,10.4,546.68,47,7.27
U23055,53,Male,2.7,558.04,89,54.9
U23056,47,Male,8.3,325.98,45,74.38
U23057,37,Female,4.1,285.59,73,85.55
U23058,28,Male,1.0,424.98,78,63.55
U23059,38,Male,5.2,481.09,47,37.32
U23060,37,Male,1.6,530.95,99,70.07
U23061,23,Male,6.6,459.01,40,24.12
U23062,43,Female,7.1,242.0,89,100.0
U23063,40,Male,11.7,259.08,90,81.17
U23064,22,Female,1.1,303.08,84,87.22
U23065,42,Male,6.0,367.07,69,56.12
U23066,46,Female,4.8,588.29,84,39.59
U23067,21,Male,2.8,256.99,68,76.65
U23068,44,Male,7.8,307.77,71,70.29
U23069,27,Female,2.0,593.38,92,42.5
U23070,51,Female,7.6,473.93,44,38.13
U23071,44,Female,5.9,561.66,91,27.74
U23072,25,Female,6.0,567.19,77,20.75
U23073,52,Female,10.4,399.49,42,46.52
U23074,45,Male,3.5,576.73,51,14.65
U23075,26,Female,5.6,396.81,57,43.5
U23076,51,Male,10.5,338.52,79,68.87
U23077,47,Female,4.6,436.99,57,55.73
U23078,34,Male,9.9,392.68,81,61.84
U23079,50,Female,9.2,577.65,57,26.55
U23080,46,Male,2.0,522.1,44,46.9
U23081,54,Male,8.2,565.22,73,26.6
U23082,30,Female,11.7,488.37,50,29.94
U23083,46,Male,1.7,431.23,69,71.0
U23084,57,Female,7.1,419.16,45,37.67
U23085,56,Female,5.8,305.12,50,43.27
U23086,31,Female,8.8,414.16,68,63.27
U23087,25,Female,2.6,326.12,60,60.73
U23088,49,Other,2.7,416.53,47,48.45
U23089,28,Male,2.9,310.93,40,49.77
U23090,52,Female,1.8,342.19,74,91.39
U23091,22,Female,11.7,444.12,72,46.59
U23092,54,Female,9.5,367.41,90,69.53
U23093,22,Male,6.1,311.83,49,60.28
U23094,19,Female,11.8,304.33,40,44.4
U23095,43,Female,4.6,209.77,79,100.0
U23096,47,Female,3.6,279.9,45,64.63
U23097,30,Female,10.0,391.28,97,58.55
U23098,55,Female,10.7,433.24,97,47.3
U23099,57,Male,11.5,480.81,49,47.83
U23100,44,Female,3.8,443.98,88,78.28
U23101,34,Female,3.6,485.06,51,31.96
U23102,32,Female,3.3,482.47,88,48.96
U23103,50,Male,4.1,373.94,71,67.51
U23104,47,Female,4.2,320.23,68,65.61
U23105,49,Female,7.8,422.17,90,60.8
U23106,24,Male,11.0,357.48,66,53.9
U23107,56,Male,3.6,586.69,52,24.42
U23108,33,Other,8.6,259.81,80,71.52
U23109,28,Other,7.5,348.83,75,65.29
U23110,54,Male,8.2,596.66,90,40.4
U23111,31,Other,11.2,254.66,83,92.86
U23112,40,Female,1.6,504.33,88,47.81
U23113,48,Male,8.9,496.78,87,39.63
U23114,45,Male,4.1,548.56,59,46.94
U23115,59,Male,1.5,419.53,48,57.07
U23116,22,Female,6.6,208.29,46,82.42
U23117,41,Female,2.5,439.56,82,69.55
U23118,35,Female,3.3,320.04,62,81.19
U23119,21,Female,2.5,330.65,68,65.92
U23120,40,Female,7.5,304.75,57,65.88
U23121,26,Male,6.8,445.34,77,38.82
U23122,28,Male,10.4,268.08,67,63.82
U23123,52,Male,2.9,213.47,78,98.33
U23124,28,Female,9.7,419.31,76,59.8
U23125,24,Female,8.3,301.75,56,81.2
U23126,34,Female,6.9,516.38,99,61.21
U23127,35,Female,6.2,460.86,52,35.67
U23128,43,Female,3.7,239.68,91,75.88
U23129,43,Male,2.9,258.59,74,76.87
U23130,34,Female,8.9,220.9,92,100.0
U23131,27,Female,5.8,467.43,50,37.49
U23132,47,Female,8.7,243.83,88,100.0
U23133,32,Female,5.5,429.86,60,56.77
U23134,43,Female,10.8,346.01,62,60.01
U23135,58,Other,3.4,333.39,62,76.16
U23136,45,Male,8.4,335.08,50,44.11
U23137,36,Female,8.8,317.83,69,52.61
U23138,18,Female,9.0,362.95,68,53.47
U23139,51,Female,2.9,574.89,96,35.52
U23140,55,Male,11.0,308.3,49,55.92
U23141,41,Female,9.0,291.18,45,61.05
U23142,58,Female,2.2,450.63,47,44.0
U23143,41,Female,3.1,431.37,55,45.98
